id,value,data_type,attribute_id,created_at,updated_at,deleted_at
1097,2020-06-01,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1098,2020-08-01,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1099,2020-08-10,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1100,2020-08-15,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1101,2020-08-20,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1102,2020-08-21,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1103,2020-09-01,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1104,2020-09-21,datetime,107,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1105,2020-07-15,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1106,2020-07-31,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1107,2020-08-01,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1108,2020-08-15,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1109,2020-08-20,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1110,2020-09-01,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1111,2020-09-05,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1112,2020-09-10,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1113,2020-09-15,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1114,2020-09-20,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1115,2020-09-25,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1116,2020-10-01,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1117,2020-10-05,datetime,108,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1118,2020-06-15,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1119,2020-07-01,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1120,2020-07-15,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1121,2020-08-01,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1122,2020-08-10,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1123,2020-08-15,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1124,2020-08-20,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1125,2020-08-21,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1126,2020-09-01,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1127,2020-09-15,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1128,2020-09-20,datetime,109,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1129,2020-05-15,datetime,110,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1130,2020-06-15,datetime,110,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1131,2020-08-01,datetime,110,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1132,2020-02-15,datetime,111,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1133,2020-02-28,datetime,111,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1134,2020-03-01,datetime,111,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1135,2020-03-15,datetime,111,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1136,2020-04-01,datetime,111,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1137,2020-05-15,datetime,111,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1138,2020-05-15,datetime,112,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1139,2020-05-31,datetime,112,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1140,2020-06-01,datetime,112,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1141,2020-06-15,datetime,112,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1142,2020-08-01,datetime,112,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1143,2020-03-01,datetime,113,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1144,2020-04-01,datetime,113,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1145,2020-04-15,datetime,113,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1146,2020-05-31,datetime,113,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1147,2020-08-01,datetime,113,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1148,2020-07-15,datetime,114,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1149,2020-08-01,datetime,114,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1150,2020-08-15,datetime,114,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1151,2020-04-28,datetime,115,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1152,2020-05-15,datetime,115,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1153,2020-06-01,datetime,115,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1154,2020-07-14,datetime,116,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1155,2020-07-15,datetime,116,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1156,2020-07-31,datetime,116,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1157,2020-08-01,datetime,116,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1158,2020-08-07,datetime,116,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1159,2020-08-15,datetime,116,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1160,2020-05-15,datetime,117,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1161,2020-06-01,datetime,117,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1162,2020-06-15,datetime,117,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1163,1,number,118,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1164,2,number,118,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1165,3,number,118,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1166,4,number,118,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1167,5,number,118,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1168,1,number,119,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1169,2,number,119,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1170,3,number,119,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1171,4,number,119,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1172,5,number,119,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1173,1,number,120,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1174,2,number,120,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1175,3,number,120,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1176,4,number,120,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1177,5,number,120,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1178,Brassica napus,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1179,Brown Mustard,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1180,"Brown Mustard, Sinapis alba (""white mustard"")",string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1181,Egyptian Clover,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1182,Fabales,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1183,Field Pea,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1184,Garden Pea,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1185,Ladino/large clover,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1186,Scoprion Weed,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1187,Spring Field Pea,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1188,Sudex,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1189,Winter Rye,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1190,Winter Vetch,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1191,maize,string,121,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1192,2020-04-30,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1193,2020-05-15,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1194,2020-05-31,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1195,2020-06-15,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1196,2020-06-30,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1197,2020-07-31,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1198,2020-08-15,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1199,2020-08-31,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1200,2020-09-07,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1201,2020-09-15,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1202,2020-09-20,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1203,2020-09-21,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1204,2020-09-30,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1205,2020-10-05,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1206,2020-10-07,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1207,2020-10-10,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1208,2020-10-15,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1209,2020-10-20,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1210,2020-10-31,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1211,2020-11-15,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1212,2020-11-30,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1213,2020-12-31,datetime,122,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1214,2020-04-15,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1215,2020-05-01,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1216,2020-05-15,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1217,2020-06-01,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1218,2020-07-15,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1219,2020-08-01,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1220,2020-08-16,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1221,2020-09-01,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1222,2020-09-05,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1223,2020-09-08,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1224,2020-09-15,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1225,2020-09-20,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1226,2020-09-25,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1227,2020-10-01,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1228,2020-10-15,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1229,2020-11-01,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1230,2020-11-15,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1231,2020-12-01,datetime,123,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1232,1,number,124,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1233,2,number,124,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1234,3,number,124,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1235,4,number,124,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1236,5,number,124,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1237,1,number,125,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1238,2,number,125,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1239,3,number,125,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1240,4,number,125,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1241,5,number,125,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1242,AVSA,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1243,AVST2,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1244,BRJU,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1245,BRNA,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1246,BROL,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1247,BRRA,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1248,CRJU,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1249,ECES,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1250,ERTE,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1251,FAES2,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1252,GLMA4,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1253,HEAN3,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1254,HOVU,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1255,LOMU,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1256,LOPE,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1257,MEOF,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1258,MESA,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1259,PEGL2,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1260,PHTA,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1261,PISA6,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1262,RASA2,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1263,SECE,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1264,SOBI2,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1265,SOBI5,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1266,SOBID,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1267,TRAE,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1268,TRAL6,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1269,TRHY,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1270,TRIN3,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1271,TRITI2,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1272,TRMI14,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1273,TRPR2,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1274,TRRE3,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1275,VIUN,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1276,VIVI,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1277,ZEMA,string,126,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1278,1,number,127,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1279,2,number,127,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1280,3,number,127,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1281,4,number,127,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1282,5,number,127,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1283,4,number,128,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1284,5,number,128,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1285,6,number,128,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1286,7,number,128,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1287,"A cross between rye and wheat, with characteristics intermediate between the two. High biomass yield potential is similar to wheat and rye. Matures later than rye, a little later than wheat. Plant height at heading shorter than rye. Therefore, spring residue is easier to manage than rye and (assuming same kill date) C:N ratio will be slightly lower than rye. Triticale feed quality generally better than rye, but not as good as wheat (chop triticale for silage at boot stage). Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1288,"Commonly grown fall legume along with hairy vetch. Earlier seeded, more fall growth, earlier spring bloom than hairy vetch. Short, upright growth habit. Good forage, good N-fixer, typically with slower residue breakdown and N release than vetch. Shade tolerant. Showy red blooms, good for pollinators. Can reseed quickly and become a weed. Mixes especially well with barley, annual ryegrass. Host to some problem nematodes. Inoculate! Cross-inoculates with red or white clover. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1289,"Compare to spring oat. Unlikely to overwinter in the Northeast US. Good weed suppressor, ok N scavenger, high forage quality. Good rotation for other small grains – not a host for take-all disease. Good nurse crop. Compared to other small grains: lowest biomass, slightly lower C:N, lower tolerance for dry / wet extremes. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1290,"Compare to spring pea. Goal for winter pea is winter-hardiness: select accordingly, avoid planting too early or late. May not reliably overwinter. Top N-fixer, good biomass and forage. Succulent residues disappear and release N faster than vetch. Low risk of reseeding & becoming weed. Vining habit, will climb small grain in mixes. Caution: Sclerotinia crown rot can take out whole fields, rotate to reduce risk. Inoculate seed! Cross inoculates with vetch. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1291,"Compare to winter oat. Goal when seeded in fall is winterkill: select varieties accordingly, plant early for lush growth. Oat is the least hardy small grain, but may not winterkill in USDA hardiness zone 7b. Grows fast in mild fall conditions. Lower C:N, shorter-lived residue vs. other small grains. Needs good fertility. Good weed suppressor, moderate N scavenger, high forage quality. No vernalization required to head out (flower) – might do so in fall. Good nurse crop (use low seeding rate) for fall legumes. Mix with radish, peas. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1292,"Compare with winter pea. Goal for fall-seeded spring pea is winterkill; rarely used this way. Plant early for lush growth. May not reliably winterkill in Coastal Plain. Select fastest-growing spring types. Some contradictory info in literature about winterkill potential of peas. If fails to winterkill, easy to kill with other methods. Expect lower biomass & total N fixation compared to overwintered peas. Mixes well with spring oat, forage radish. Inoculate seed prior to planting. Cross inoculates with vetch. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1293,"May overwinter in warm winters, when snow cover is present, and in hardiness zone 7. Early planting plus light seeding rate for large lush
plants and better winterkill. Late planting plus heavy seed ratefor smaller plants that are more winter-hardy. With good fertility, fastest-growing fall cover option. Top biomass, subsoiler, N-scavenger, forage. Winterkilled residues disappear and N releases fast. Top weed suppressor. Good in mixes, but can outcompete mixture companions. Different growth pattern if spring seeded. Substitute oilseed radish. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1294,"More winter-hardy cousin to forage radish. With fertility, provides large biomass, forage, deep branched taproot, N scavenging, weed suppression. Spring flowers attract pollinators. Low cost to seed. Range of choices (canola for seed, hybrids for grazing, etc.), characteristics may differ. Good in mixes, but caution due to competitiveness. Caution: Hard to kill in late spring with herbicides. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1295,"Popular cover in Corn Belt. Annual ryegrass is a key weed in small grains: do not allow to set seed. Can be hard to kill with herbicides. Dense fibrous root system, top soil conditioner, good weed fighter
and N scavenger, excellent quality forage. Establishes well in tough conditions, but needs fertility for high biomass. Tolerates wet feet better than small grains. Not good in heat or drought. Winter-hardiness can vary –select cultivar accordingly. Shorter than small grains, lower C:N, mixes well with crimson clover. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1296,"Preferred winter cover for many purposes, most winter-hardy, best on poor/acid soils. Best small grain for biomass, N scavenging, weed control, tolerance of wet soil. Can plant later than any small grain, but goes to head early in spring – only barley is earlier. Rye is reported to be allelopathic and may inhibit both weeds and following small-seeded cash crops. Height, biomass, high C:N at maturity can be overwhelming. Best choice for rolling. Potential weed if sets seed, especially in small grain cash crops. Good forage, but low quality after heading. Mix with vetch, pea. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1297,"Reliable and widely used, but avoided by some due to weed concerns. Very winter-hardy. Little fall growth, but fast, vining spring growth makes it great for N fixation, biomass. Residues release N fast. Good forage. Climbs small grain in mixes, also wraps up in equipment. Mixes especially well with rye. Up to 20% of seed is hard, will germinate in future as weed. Host to some problem nematodes. Inoculate seed! Cross inoculates with peas. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1298,"Short-lived perennial. Slower growing, must be seeded earlier, killed later than winter pea, crimson clover, hairy vetch. Establishes readily, shade tolerant, very winter-hardy, inexpensive. Moderate N fixation. Best on good soils with high fertility; tolerates some wetness. Use
multi-cut medium or one-cut mammoth varieties. Consider spring oat nurse or wheat/triticale companion. Inoculate! Cross inoculates with crimson or white clover. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1299,"Similar to other brassicas. Often used for pest suppression and adding diversity to mixes. Most bio-toxic compounds, best brassica for bio-fumigation (tissue must be chopped and tilled into soil). With fertility, potential for fast fall growth, high biomass, good N scavenging. Not known for subsoiling, some varieties may not have taproot. Winter-hardiness, day-length response (i.e. flowering trigger), other characteristics may vary by cultivar. Research and match varieties to your need. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1300,"Similar to radish or rapeseed, but much less taproot – instead makes bulb on surface. Good forage, probably fits best if cover is to be grazed. With fertility, potential for fast fall growth, high biomass, good N scavenging. Cultivars can vary in bulb-vs.-leaf ratio, winter hardiness, day-length response (i.e. flowering trigger). Do your research, find varieties to meet your needs. Big bulbs can be slow to break down, can interfere with subsequent operations like planting. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1301,"Unique forb with fernlike biomass. Fibrous shallow roots tops for soil aggregation. Well known cover in Europe. New to the Northeast, info limited, seed costly. Fast growth in mild fall temperatures, moderate biomass,residue not long-lasting. Winterkill expected in most of the region; may overwinter in hardiness zone 7b; manage for lush
growth to increase winterkill potential. Appears to have daylength response: in fall vegetative growth only; in spring goes to flower. Showy blue blooms support pollinators. Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
1302,"Widely used in the Northeast. More winter-hardy than oat, less than wheat/rye. Planted earlier in fall, matures, earlier in spring than wheat. Best small grain for drought, heat, salty or alkaline soils. Quick growth
and high biomass if fertility is good. Good weed suppressor, N scavenger, forage. Retains feed quality after heading. Not for wet or acid soils. Good nurse for legumes. Timing, height match crimson clover, rapeseed. Not good for small grain cash crop rotations (host for same diseases and pests). Descr. modified FROM ""legacy"".C. Lawrence, VA NRCS Cover Crop Planning Manual.
",string,129,2022-10-28 13:00:49.666566-04,2022-10-28 13:00:49.666566-04,
